Street,City,Zip Code,Bed,Bath,Sqft,House Type,Year Built,Sold Price
936 Olmstead St, San Francisco,94134,2.0,1.0,1016.0,Single Family Residence,1952,1100000.0
1880 Steiner St #409, San Francisco,94115,2.0,2.0,983.0,Condominium,1999,1261000.0
259 Wilson St, San Francisco,94112,2.0,1.0,880.0,Single Family Residence,1914,875000.0
501 Crescent Way #5212, San Francisco,94134,2.0,2.0,875.0,Condominium,2006,760000.0
451 Stoneridge Ln #3102, San Francisco,94134,2.0,2.0,1068.0,Condominium,1996,750000.0
115 Colby St, San Francisco,94134,3.0,3.0,1715.0,Single Family Residence,1970,1750000.0
643 40th Ave, San Francisco,94121,3.0,1.5,1448.0,Single Family Residence,1924,1610000.0
1055 Gilman Ave, San Francisco,94124,2.0,1.0,950.0,Single Family Residence,1908,800000.0
1863 Pine St, San Francisco,94109,3.0,1.5,1390.0,Single Family Residence,1900,1485000.0
647 34th Ave, San Francisco,94121,4.0,3.0,2432.0,Single Family Residence,1926,2065000.0
210 Rose St, San Francisco,94102,2.0,1.0,859.0,Condominium,1900,1102101.0
635 42nd Ave, San Francisco,94121,4.0,4.5,2518.0,Single Family Residence,1923,2900000.0
659 26th Ave, San Francisco,94121,3.0,3.5,2038.0,Single Family Residence,1913,1880000.0
80 Miraloma Dr, San Francisco,94127,4.0,3.0,2984.0,Single Family Residence,1960,2200000.0
2426 Santiago St, San Francisco,94116,3.0,2.0,1646.0,Single Family Residence,1940,1500000.0
28 Nebraska St, San Francisco,94110,4.0,2.0,1758.0,Single Family Residence,1926,1785000.0
278 Thrift St, San Francisco,94112,3.0,2.0,1293.0,Single Family Residence,1960,995000.0
4040 Balboa St #3, San Francisco,94121,2.0,1.0,670.0,Condominium,1998,729000.0
371 Wilde Ave, San Francisco,94134,2.0,1.0,1027.0,Single Family Residence,1951,975000.0
8200 Oceanview Ter #121, San Francisco,94132,3.0,2.0,1186.0,Condominium,2002,830000.0
722 37th Ave, San Francisco,94121,3.0,2.5,1700.0,Single Family Residence,1939,1640000.0
73 Dolores Ter, San Francisco,94110,3.0,2.5,1548.0,Townhouse,1998,1980000.0
1887 42nd Ave, San Francisco,94122,3.0,2.0,1289.0,Single Family Residence,1944,1000000.0
2346 Clement St #1, San Francisco,94121,2.0,2.5,1265.0,Condominium,2002,1050000.0
149 Bertita St, San Francisco,94112,1.0,1.0,988.0,Single Family Residence,1918,850000.0
1318 Larkin St, San Francisco,94109,3.0,1.5,1820.0,Condominium,1908,1174000.0
179 Tucker Ave, San Francisco,94134,2.0,1.0,1040.0,Single Family Residence,1951,1002616.0
95 Red Rock Way #102M, San Francisco,94131,1.0,1.0,830.0,Condominium,1972,675000.0
2186 34th Ave, San Francisco,94116,5.0,2.0,1900.0,Single Family Residence,1948,1460000.0
35 Cityview Way, San Francisco,94131,4.0,4.0,2088.0,Single Family Residence,1955,2130000.0
675 Prentiss St, San Francisco,94110,3.0,1.0,1204.0,Single Family Residence,1959,1150000.0
758 Haight St #2, San Francisco,94117,1.0,1.0,665.0,Condominium,1900,850000.0
815 Tennessee St #204, San Francisco,94107,2.0,2.0,925.0,Condominium,2018,1245000.0
73 Norton St, San Francisco,94112,2.0,2.0,1350.0,Single Family Residence,1939,978000.0
9 Toyon Ln, San Francisco,94112,3.0,1.5,1270.0,Single Family Residence,1925,1180000.0
611 Mason St #508, San Francisco,94108,2.0,2.0,978.0,Condominium,1986,900000.0
50 Lansing St #104, San Francisco,94105,2.0,2.0,989.0,Condominium,2006,1050000.0
178 Ridgewood Ave C, San Francisco,94112,3.0,2.0,1355.0,Townhouse,1997,1100000.0
401 Crescent Ct #4103, San Francisco,94134,1.0,1.0,805.0,Condominium,2007,570000.0
3701 Market St #2, San Francisco,94131,2.0,2.0,1232.0,Condominium,1962,1150000.0
1614 27th Ave, San Francisco,94122,2.0,2.0,1886.0,Single Family Residence,1937,1350000.0
477 45th Ave, San Francisco,94121,2.0,1.0,1200.0,Single Family Residence,1923,1350000.0
5800 3rd St #1120, San Francisco,94124,2.0,2.0,1083.0,Condominium,2010,805000.0
214 Dorland St, San Francisco,94114,2.0,1.0,991.0,Condominium,1910,1375000.0
1252 Church St, San Francisco,94114,2.0,1.0,1050.0,Single Family Residence,1900,1050000.0
1986 42nd Ave, San Francisco,94116,3.0,2.0,1214.0,Single Family Residence,1949,1125000.0
814 Grafton Ave, San Francisco,94112,2.0,1.0,1150.0,Single Family Residence,1936,925000.0
100 Augusta St, San Francisco,94124,4.0,3.0,2075.0,Single Family Residence,1947,1320000.0
201 Folsom St #33E, San Francisco,94105,3.0,3.0,1784.0,Condominium,2016,3300000.0
645 42nd Ave, San Francisco,94121,3.0,1.0,1567.0,Single Family Residence,1923,1521000.0
2336 Sloat Blvd, San Francisco,94116,3.0,1.0,1350.0,Single Family Residence,1948,1300000.0
52 Harper St, San Francisco,94131,2.0,2.0,1293.0,Single Family Residence,1914,1510000.0
1880 16th Ave, San Francisco,94122,4.0,2.0,2300.0,Single Family Residence,1938,1875000.0
1946 30th Ave, San Francisco,94116,4.0,3.0,1752.0,Single Family Residence,1940,1630000.0
151 23rd Ave, San Francisco,94121,3.0,3.5,2201.0,Condominium,1923,1900000.0
3037 Van Ness Ave #2, San Francisco,94109,2.0,1.0,811.0,Condominium,1922,899000.0
125 Alma St, San Francisco,94117,3.0,2.0,963.0,Single Family Residence,1910,1925000.0
2776 San Jose Ave, San Francisco,94112,5.0,3.0,2137.0,Single Family Residence,1961,1250000.0
60 Racine Ln, San Francisco,94134,6.0,4.0,2315.0,Single Family Residence,1953,1550000.0
2090 31st Ave, San Francisco,94116,3.0,2.0,1200.0,Single Family Residence,1950,1213000.0
8200 Oceanview Ter #320, San Francisco,94132,2.0,2.0,1005.0,Condominium,2002,855000.0
1610 Alemany Blvd, San Francisco,94112,3.0,2.0,2028.0,Single Family Residence,1940,1200000.0
2271 40th Ave, San Francisco,94116,4.0,4.0,1775.0,Single Family Residence,1948,1768500.0
2038 20th Ave, San Francisco,94116,4.0,4.5,2246.0,Single Family Residence,1929,2100000.0
75 Montcalm St, San Francisco,94110,2.0,1.0,900.0,Single Family Residence,1906,980000.0
701 Quintara St, San Francisco,94116,4.0,4.5,1818.0,Single Family Residence,1940,1900000.0
301 Mission St #8E, San Francisco,94105,2.0,2.0,1098.0,Condominium,2009,925000.0
829 Oak St B, San Francisco,94117,2.0,2.0,816.0,Condominium,1900,899000.0
2944 19th Ave, San Francisco,94132,2.0,1.5,1813.0,Single Family Residence,1938,1260000.0
11 Ervine St, San Francisco,94134,3.0,2.5,2157.0,Single Family Residence,1989,945000.0
42nd Ave, San Francisco,94116,3.0,2.0,1494.0,Single Family Residence,1967,1220000.0
684 Clarendon Ave, San Francisco,94131,2.0,2.5,1485.0,Townhouse,1977,1150000.0
1788 Clay St #308, San Francisco,94109,2.0,2.0,1235.0,Condominium,2014,1410000.0
29 Kiska Rd, San Francisco,94124,2.0,1.0,1272.0,Condominium,1996,630000.0
4326 Cabrillo St, San Francisco,94121,2.0,1.0,1491.0,Single Family Residence,1923,1308000.0
439 Greenwich St #3B, San Francisco,94133,1.0,1.0,514.0,Condominium,1979,710000.0
277 Munich St, San Francisco,94112,3.0,1.0,822.0,Single Family Residence,1908,800000.0
1915 Funston Ave, San Francisco,94116,4.0,2.0,1929.0,Single Family Residence,1959,1615000.0
2450 30th Ave, San Francisco,94116,3.0,2.0,1563.0,Single Family Residence,1939,1300000.0
774 Potrero Ave, San Francisco,94110,3.0,1.5,1740.0,Single Family Residence,1924,1350000.0
1866 Egbert Ave, San Francisco,94124,3.0,2.0,1547.0,Single Family Residence,1925,952000.0
55 Arco Way, San Francisco,94112,2.0,1.5,1065.0,Single Family Residence,1941,1100000.0
1618 36th Ave, San Francisco,94122,2.0,3.0,1790.0,Single Family Residence,1938,1450000.0
112 Russ St, San Francisco,94103,2.0,2.0,811.0,Condominium,1908,860000.0
147 Silliman St, San Francisco,94134,3.0,1.0,1275.0,Single Family Residence,1905,898000.0
109 S Lake Merced Hls #3A, San Francisco,94132,2.0,2.0,1474.0,Condominium,1975,740000.0
372 Pope St, San Francisco,94112,2.0,1.0,1749.0,Single Family Residence,1929,1135000.0
1788 Clay St #607, San Francisco,94109,1.0,1.0,764.0,Condominium,2014,985000.0
699 Pennsylvania Ave #1, San Francisco,94107,1.0,1.5,971.0,Condominium,2001,810000.0
639 25th Ave, San Francisco,94121,3.0,2.0,1844.0,Single Family Residence,1920,1375000.0
2112 Hyde St #1, San Francisco,94109,2.0,1.5,888.0,Condominium,1964,1300000.0
87 Santa Cruz Ave, San Francisco,94112,3.0,2.5,1263.0,Single Family Residence,1950,1160000.0
223 Byxbee St, San Francisco,94132,2.0,1.0,812.0,Single Family Residence,1942,1000000.0
2343 30th Ave, San Francisco,94116,4.0,4.5,2016.0,Single Family Residence,1938,1600000.0
1982 44th Ave, San Francisco,94116,3.0,1.0,1150.0,Single Family Residence,1945,1370000.0
798 Monterey Blvd #3A, San Francisco,94127,2.0,2.0,1089.0,Condominium,1986,950000.0
84 Dorland St #2, San Francisco,94110,2.0,1.0,1375.0,Condominium,1915,1390000.0
3207 Jennings St, San Francisco,94124,3.0,2.5,1632.0,Single Family Residence,1911,1225000.0
254 Brussels St, San Francisco,94134,2.0,1.0,1375.0,Single Family Residence,1927,809000.0
26 Cross St, San Francisco,94112,1.0,1.0,1155.0,Single Family Residence,1927,930000.0
338 Potrero Ave Ph3, San Francisco,94103,2.0,2.0,1215.0,Condominium,2016,1800000.0
489 Madrid St, San Francisco,94112,2.0,1.0,1900.0,Single Family Residence,1900,667000.0
25 Dichiera Ct, San Francisco,94112,3.0,2.0,2038.0,Single Family Residence,1964,1425000.0
5 Lydia Ave, San Francisco,94124,3.0,2.0,1394.0,Single Family Residence,1998,1085000.0
703 Dartmouth, San Francisco,94134,3.0,3.0,1274.0,Single Family Residence,1939,1200000.0
2075 Sutter St #221, San Francisco,94115,2.0,2.0,1044.0,Condominium,1992,1250000.0
715 Corbett Ave, San Francisco,94131,2.0,2.5,1780.0,Condominium,1997,1730000.0
539 Ortega St, San Francisco,94122,3.0,2.0,1457.0,Single Family Residence,1957,1440000.0
689 26th Ave, San Francisco,94121,4.0,4.0,2209.0,Single Family Residence,1920,2115000.0
1510 7th Ave, San Francisco,94122,4.0,3.0,1814.0,Single Family Residence,1914,2125000.0
5440 Anza St, San Francisco,94121,5.0,4.0,2828.0,Single Family Residence,1923,2398000.0
1731 Larkin Street #5, San Francisco,94109,2.0,2.0,1085.0,Condominium,1908,1550000.0
470 Bayview Cir, San Francisco,94124,3.0,2.5,1472.0,Townhouse,1986,990000.0
355 1st St S904, San Francisco,94105,2.0,2.0,1034.0,Condominium,2004,422150.0
342 Judson Ave, San Francisco,94112,3.0,2.0,1625.0,Single Family Residence,1928,1650000.0
2094 Bush St, San Francisco,94115,3.0,2.5,2346.0,Single Family Residence,1878,2700000.0
2036 Alemany Blvd, San Francisco,94112,3.0,2.5,1100.0,Single Family Residence,1939,1100000.0
270 S Hill Blvd, San Francisco,94112,3.0,2.0,1360.0,Single Family Residence,1931,1230000.0
565 Oxford St, San Francisco,94134,5.0,3.0,4135.0,Single Family Residence,2005,1750000.0
76 Cortland Ave, San Francisco,94110,3.0,2.5,1392.0,Single Family Residence,1995,1605000.0
825 La Playa St #225, San Francisco,94121,2.0,2.0,1300.0,Condominium,1983,835000.0
1891 35th Ave, San Francisco,94122,4.0,4.0,1840.0,Single Family Residence,1941,1730000.0
535 Raymond, San Francisco,94134,3.0,1.5,1200.0,Single Family Residence,1962,965000.0
300 Baltimore Way, San Francisco,94112,5.0,2.0,1671.0,Single Family Residence,1960,1300000.0
27 Seville St, San Francisco,94112,3.0,1.0,1141.0,Single Family Residence,1923,932000.0
1097 Green St #10, San Francisco,94133,2.0,2.0,1200.0,Condominium,1910,1580000.0
338 Main St D9a, San Francisco,94105,2.0,2.0,1379.0,Condominium,2016,1915000.0
1400 Mission St #1306, San Francisco,94103,1.0,1.0,631.0,Condominium,2015,632500.0
428 8th St #101, San Francisco,94103,1.0,2.0,1056.0,Condominium,2002,875000.0
300 Molimo Dr, San Francisco,94127,4.0,5.5,3338.0,Single Family Residence,1949,3100000.0
119 Ramsell St, San Francisco,94132,3.0,2.0,1416.0,Single Family Residence,1964,1175000.0
1001 Pine St #1306, San Francisco,94109,1.0,1.0,650.0,Condominium,1963,815000.0
1650 Jackson St #708, San Francisco,94109,2.0,2.0,1103.0,Condominium,1991,1385000.0
1028 Innes Ave, San Francisco,94124,3.0,2.0,1350.0,Single Family Residence,1988,935000.0
4222 Ulloa St, San Francisco,94116,2.0,1.0,1275.0,Single Family Residence,1941,1265000.0
999 Green St #1105, San Francisco,94133,1.0,1.0,986.0,Condominium,1964,1400000.0
333 Beale St #3A, San Francisco,94105,1.0,1.0,635.0,Condominium,2015,865000.0
222 Naples St, San Francisco,94112,2.0,2.0,875.0,Single Family Residence,1925,945000.0
2622 18th Ave, San Francisco,94116,3.0,1.0,1400.0,Single Family Residence,1935,1500000.0
425 1st St #5406, San Francisco,94105,2.0,2.0,1268.0,Condominium,2008,2400250.0
2243 Franklin St, San Francisco,94109,2.0,2.0,1463.0,Condominium,1900,1855000.0
318 Main St #3E, San Francisco,94105,1.0,2.0,1098.0,Condominium,2015,1365000.0
38 Southwood Dr, San Francisco,94112,2.0,1.0,1131.0,Single Family Residence,1947,1457000.0
959 Capitol Ave, San Francisco,94112,2.0,1.0,1050.0,Single Family Residence,1924,1055000.0
88 Raymond Ave, San Francisco,94134,2.0,1.0,1515.0,Single Family Residence,1938,960000.0
1158 Sutter St #13, San Francisco,94109,2.0,2.0,1057.0,Condominium,2008,1100000.0
1738 35th Ave, San Francisco,94122,4.0,4.0,2370.0,Single Family Residence,1941,1950000.0
201 Foote Ave, San Francisco,94112,2.0,1.0,1225.0,Single Family Residence,1954,1116800.0
60 Corona St, San Francisco,94127,4.0,4.0,2493.0,Single Family Residence,1923,2150000.0
181 Collins St, San Francisco,94118,3.0,1.5,2000.0,Single Family Residence,1915,1975000.0
701 Minnesota St #157, San Francisco,94107,1.0,1.0,1093.0,Condominium,1900,1099000.0
66 Restani Way, San Francisco,94112,2.0,3.0,1716.0,Single Family Residence,1954,1240000.0
201 Frida Kahlo Way, San Francisco,94112,2.0,1.0,1062.0,Single Family Residence,1922,1277000.0
322 Moscow St, San Francisco,94112,3.0,3.0,1200.0,Single Family Residence,1900,1022000.0
269 Claremont Blvd, San Francisco,94127,3.0,2.0,1890.0,Single Family Residence,1920,1795000.0
11 W View Ave, San Francisco,94134,3.0,4.0,1352.0,Single Family Residence,1943,1300000.0
1991 21st Ave, San Francisco,94116,4.0,4.5,2000.0,Single Family Residence,1938,1925000.0
24 Regent St, San Francisco,94112,4.0,3.0,1600.0,Single Family Residence,1913,1050000.0
2343 25th Ave, San Francisco,94116,4.0,4.0,2560.0,Single Family Residence,1926,2260000.0
1325 Divisadero St #301, San Francisco,94115,1.0,1.0,486.0,Condominium,1925,615000.0
258 Howth St, San Francisco,94112,2.0,1.0,955.0,Single Family Residence,1916,955000.0
2448 Alemany Blvd, San Francisco,94112,2.0,1.0,1470.0,Single Family Residence,1938,1110000.0
554 Flannery St,Santa Clara,95051,5.0,3.0,2404.0,Single Family Residence,1963,2050000.0
1911 Magdalena Cir #80,Santa Clara,95051,2.0,1.0,920.0,Condominium,1986,750000.0
2902 Feliz Rd,Santa Clara,95051,2.0,2.5,1466.0,Condominium,2019,1260000.0
205 Bret Harte Ct,Santa Clara,95050,4.0,2.0,1363.0,Single Family Residence,1955,1376000.0
837 Cherry Orchard Pl,Santa Clara,95051,4.0,3.0,1935.0,Single Family Residence,2008,1680000.0
2634 Maplewood Ln,Santa Clara,95051,4.0,2.5,2364.0,Single Family Residence,1970,2350000.0
2946 Taper Ave,Santa Clara,95051,3.0,4.0,1819.0,Single Family Residence,1957,1700000.0
1044 Bluebird Ave,Santa Clara,95051,3.0,2.0,1388.0,Single Family Residence,1961,1910000.0
3159 Butte St,Santa Clara,95051,3.0,1.0,1398.0,Single Family Residence,1948,1600000.0
1338 Lafayette St,Santa Clara,95050,3.0,2.0,1206.0,Single Family Residence,1920,1090000.0
2107 Monroe St,Santa Clara,95050,3.0,1.0,985.0,Single Family Residence,1954,1030000.0
738 Flannery St,Santa Clara,95051,3.0,2.0,1108.0,Single Family Residence,1955,1320000.0
2210 Consuelo Ave,Santa Clara,95050,3.0,1.0,1507.0,Single Family Residence,1952,1390000.0
1346 Monroe St,Santa Clara,95050,4.0,2.5,1989.0,Single Family Residence,1995,1380000.0
1883 Agnew Rd #208,Santa Clara,95054,2.0,2.0,1070.0,Condominium,2006,792000.0
2567 Pilot Knob Dr,Santa Clara,95051,3.0,1.0,1162.0,Single Family Residence,1954,1120000.0
2200 Agnew Rd #319,Santa Clara,95054,1.0,1.0,816.0,Condominium,1982,582000.0
1368 El Camino Real #211,Santa Clara,95050,2.0,2.0,1135.0,Condominium,2018,950000.0
2155 Esperanca Ave,Santa Clara,95054,3.0,2.5,1351.0,Single Family Residence,1999,1220000.0
3215 Orthello Way,Santa Clara,95051,5.0,2.0,2544.0,Single Family Residence,1950,2000000.0
2580 Homestead Rd #4101,Santa Clara,95051,2.0,1.5,984.0,Condominium,2007,730000.0
3576 Golden State Dr,Santa Clara,95051,3.0,2.0,1166.0,Single Family Residence,1954,1310000.0
1870 Market St #6,Santa Clara,95050,2.0,2.0,1330.0,Condominium,1984,910000.0
1360 Civic Center Dr #3,Santa Clara,95050,3.0,3.5,1870.0,Townhouse,2019,1305000.0
2377 Roosevelt Cir,Santa Clara,95051,3.0,2.0,1254.0,Single Family Residence,1968,1370000.0
151 Buckingham Dr #209,Santa Clara,95051,2.0,2.0,1028.0,Condominium,1969,710000.0
1335 Don Ave,Santa Clara,95050,3.0,1.0,985.0,Single Family Residence,1954,1216000.0
1340 Civic Center Dr #1,Santa Clara,95050,3.0,3.5,1971.0,Townhouse,2019,1357000.0
3901 Lick Mill Blvd #434,Santa Clara,95054,2.0,1.0,908.0,Condominium,2005,820000.0
656 Flannery St,Santa Clara,95051,4.0,2.0,1127.0,Single Family Residence,1953,1330000.0
663 Park Ct,Santa Clara,95050,3.0,1.5,1001.0,Single Family Residence,1924,922000.0
1855 Palm View Pl #216,Santa Clara,95050,1.0,1.0,760.0,Condominium,1978,620000.0
3715 Terstena Pl #208,Santa Clara,95051,1.0,1.0,1040.0,Condominium,1982,621800.0
4073 Crandall Cir,Santa Clara,95054,2.0,2.5,1464.0,Townhouse,2004,1182000.0
2191 Santa Cruz Ave,Santa Clara,95051,3.0,2.0,1078.0,Single Family Residence,1955,1358000.0
2201 Monroe St #1301,Santa Clara,95050,2.0,1.0,853.0,Condominium,1978,600000.0
3160 Fowler Ave,Santa Clara,95051,3.0,2.0,1375.0,Single Family Residence,1954,1500000.0
3901 Lick Mill Blvd #326,Santa Clara,95054,3.0,2.0,1426.0,Condominium,2005,1200000.0
4521 Billings Cir,Santa Clara,95054,4.0,3.5,2408.0,Single Family Residence,2004,1930000.0
2895 Stevenson St,Santa Clara,95051,3.0,2.5,1684.0,Single Family Residence,1960,1765000.0
3365 Georgetown Pl,Santa Clara,95051,3.0,2.0,1414.0,Single Family Residence,1958,1455000.0
2058 Monroe St,Santa Clara,95050,3.0,1.0,1273.0,Single Family Residence,1954,1030000.0
948 Kiely Blvd F,Santa Clara,95051,2.0,2.0,956.0,Condominium,1971,590000.0
23 Conner Pl,Santa Clara,95050,3.0,2.5,1784.0,Single Family Residence,2013,1440000.0
1700 Civic Center Dr #514,Santa Clara,95050,1.0,1.0,646.0,Condominium,1972,508000.0
3901 Lick Mill Blvd #221,Santa Clara,95054,2.0,2.0,1148.0,Condominium,2005,925000.0
2014 Acacia Ct,Santa Clara,95050,2.0,1.5,1256.0,Condominium,1984,918000.0
2324 Park Ave,Santa Clara,95050,3.0,2.5,1622.0,Single Family Residence,1976,1190000.0
3585 Rowena Ct,Santa Clara,95054,3.0,2.0,1500.0,Single Family Residence,1961,1234567.0
150 Saratoga Ave #364,Santa Clara,95051,2.0,2.0,1028.0,Condominium,1969,750000.0
2325 Thompson Pl,Santa Clara,95050,4.0,2.0,1669.0,Single Family Residence,1950,1430000.0
988 Kiely Blvd C,Santa Clara,95051,1.0,1.0,440.0,Condominium,1971,367000.0
4330 Rivermark Pkwy,Santa Clara,95054,4.0,2.5,2331.0,Single Family Residence,2003,2000000.0
1720 Halford Ave #221,Santa Clara,95051,2.0,2.0,983.0,Condominium,1970,636500.0
478 N Winchester Blvd #1,Santa Clara,95050,2.0,2.0,989.0,Condominium,1984,780000.0
775 Cornell Dr,Santa Clara,95051,3.0,1.5,1822.0,Single Family Residence,1955,1775000.0
72 Brian Ln,Santa Clara,95051,3.0,2.0,1432.0,Single Family Residence,1957,1700000.0
949 Capitola Way,Santa Clara,95051,4.0,2.0,1845.0,Single Family Residence,1964,1675000.0
1750 Halford Ave #314,Santa Clara,95051,1.0,1.0,678.0,Condominium,1970,454500.0
3477 Forbes Ave,Santa Clara,95051,3.0,2.0,1379.0,Single Family Residence,1961,1425000.0
120 Saratoga Ave #112,Santa Clara,95051,2.0,2.0,1137.0,Condominium,1969,650000.0
2960 Feliz Rd,Santa Clara,95051,2.0,2.5,1268.0,Condominium,2019,1182960.0
2042 Fan Palm Ct,Santa Clara,95050,2.0,2.0,1226.0,Condominium,1984,892000.0
2447 S Park Ln,Santa Clara,95051,2.0,1.0,904.0,Condominium,1971,810000.0
656 Malarin Ave,Santa Clara,95050,4.0,2.0,1376.0,Single Family Residence,1951,1130000.0
2144 Talia Ave,Santa Clara,95050,2.0,1.0,1123.0,Single Family Residence,1952,1175000.0
1400 Bowe Ave #501,Santa Clara,95051,2.0,2.0,1062.0,Condominium,1984,830000.0
1750 Halford Ave #215,Santa Clara,95051,1.0,1.0,678.0,Condominium,1970,434000.0
4453 Lick Mill Blvd,Santa Clara,95054,3.0,2.5,1700.0,Townhouse,2005,1255500.0
1720 Halford Ave #126,Santa Clara,95051,1.0,1.0,678.0,Condominium,1970,425000.0
1267 Lafayette St,Santa Clara,95050,4.0,3.0,2206.0,Single Family Residence,1920,1600000.0
150 Saratoga Ave #337,Santa Clara,95051,2.0,2.0,1028.0,Condominium,1969,680635.0
826 Baird Ave,Santa Clara,95054,3.0,2.0,1097.0,Single Family Residence,1961,982888.0
2982 Howell Ave,Santa Clara,95051,3.0,2.0,1329.0,Single Family Residence,1956,1420000.0
1680 Shore Pl #5,Santa Clara,95054,3.0,3.0,1651.0,Townhouse,2012,1223000.0
2282 Lenox Pl,Santa Clara,95054,4.0,3.0,2223.0,Single Family Residence,1998,1530000.0
2959 Via Torino,Santa Clara,95051,3.0,2.5,1723.0,Townhouse,2015,1305000.0
1610 Long St,Santa Clara,95050,5.0,3.0,1872.0,Single Family Residence,1971,1385000.0
2477 Golf Links Cir,Santa Clara,95050,3.0,2.5,2003.0,Townhouse,1979,1150000.0
2065 Warburton Ave,Santa Clara,95050,3.0,2.0,1693.0,Single Family Residence,1951,1411800.0
4121 Tobin Cir,Santa Clara,95054,3.0,2.5,2036.0,Single Family Residence,2003,1695000.0
1687 Bellomy St,Santa Clara,95050,1.0,1.0,800.0,Single Family Residence,1937,876000.0
1464 Homestead Rd,Santa Clara,95050,5.0,4.5,3094.0,Single Family Residence,1982,1260000.0
954 Kiely Blvd,Santa Clara,95051,1.0,1.0,440.0,Condominium,1971,385000.0
2950 Sanor Place #112,Santa Clara,95050,4.0,3.5,2236.0,Condominium,2019,1659987.0
746 Armanini Ave,Santa Clara,95050,3.0,2.0,1332.0,Single Family Residence,1950,1435000.0
870 Fremont St #202,Santa Clara,95050,2.0,2.5,1280.0,Townhouse,1980,871000.0
2935 Aspen Dr,Santa Clara,95051,4.0,2.5,1810.0,Single Family Residence,1963,1700000.0
3605 Eastwood Cir,Santa Clara,95054,4.0,2.0,1565.0,Single Family Residence,1967,1010000.0
3901 Lick Mill Blvd #152,Santa Clara,95054,2.0,1.0,865.0,Condominium,2005,780000.0
3901 Lick Mill Blvd #327,Santa Clara,95054,2.0,2.0,1148.0,Condominium,2005,900000.0
2819 Toyon Dr,Santa Clara,95051,4.0,2.5,2362.0,Single Family Residence,1975,2300000.0
2232 Saint Claire Ct,Santa Clara,95054,2.0,2.5,1528.0,Townhouse,1987,970000.0
391 Kohner Ct,Santa Clara,95050,4.0,1.5,1579.0,Single Family Residence,1953,1310000.0
2250 Monroe St #174,Santa Clara,95050,1.0,1.0,716.0,Condominium,1987,550000.0
2455 Painted Rock Dr,Santa Clara,95051,3.0,2.0,1448.0,Single Family Residence,1954,1425000.0
4645 Armour Dr,Santa Clara,95054,5.0,3.0,1994.0,Single Family Residence,1960,1365000.0
1700 Civic Center Dr #216,Santa Clara,95050,1.0,1.0,632.0,Condominium,1972,500000.0
1645 Harrison St,Santa Clara,95050,2.0,1.0,1210.0,Single Family Residence,1946,1175000.0
2129 Hoover Ct,Santa Clara,95051,3.0,2.0,1252.0,Single Family Residence,1963,1270000.0
967 Baird Ave,Santa Clara,95054,3.0,2.0,1097.0,Single Family Residence,1962,956000.0
727 Asbury Pl,Santa Clara,95051,4.0,3.0,2473.0,Single Family Residence,1957,1588888.0
1038 Brackett Way,Santa Clara,95054,3.0,2.5,2331.0,Single Family Residence,2003,1910000.0
2250 Monroe St #102,Santa Clara,95050,2.0,2.0,913.0,Condominium,1987,745000.0
3323 Benton St,Santa Clara,95051,4.0,2.5,1476.0,Townhouse,1963,780000.0
2654 Taft Ave,Santa Clara,95051,4.0,2.5,2537.0,Single Family Residence,1973,2400000.0
1750 Halford Ave #209,Santa Clara,95051,2.0,2.0,983.0,Condominium,1970,645000.0
3546 Dominican Dr,Santa Clara,95051,5.0,2.0,1772.0,Single Family Residence,1959,1475000.0
624 Los Olivos Dr,Santa Clara,95050,4.0,2.0,1520.0,Single Family Residence,1956,1530150.0
2201 Monroe St #1402,Santa Clara,95050,2.0,1.0,853.0,Condominium,1978,569000.0
2271 Menzel Pl,Santa Clara,95050,3.0,2.0,1181.0,Single Family Residence,1954,1220000.0
550 Hilmar St,Santa Clara,95050,3.0,3.0,2031.0,Single Family Residence,1935,1520000.0
5381 Aspenwood Ct,Concord,94521,4.0,3.0,3280.0,Single Family Residence,1998,1040000.0
5050 Valley Crest Dr APT 67,Concord,94521,2.0,2.0,1100.0,Condominium,1984,360000.0
1631 Yeoman Dr,Concord,94521,3.0,2.0,1571.0,Single Family Residence,1963,630000.0
4394 N Sugar Maple Ct,Concord,94521,4.0,2.0,1917.0,Single Family Residence,1976,864500.0
1801 Mayette Ave,Concord,94520,3.0,2.0,1713.0,Single Family Residence,1949,640000.0
1078 Mohr Ln APT C,Concord,94518,2.0,2.0,880.0,Condominium,1972,349010.0
1421 Janet Ln,Concord,94521,4.0,2.0,2179.0,Single Family Residence,1944,815000.0
1518 Davis Ave,Concord,94519,4.0,3.0,2210.0,Single Family Residence,1952,800000.0
5450 Kirkwood Dr APT C2,Concord,94521,2.0,2.0,1274.0,Condominium,1981,425000.0
2113 Roskelley Dr,Concord,94519,3.0,2.0,1226.0,Single Family Residence,1954,612500.0
1150 Tilson Dr,Concord,94520,3.0,2.0,1092.0,Single Family Residence,1957,530000.0
5070 Valley Crest Dr APT 5,Concord,94521,2.0,2.0,1140.0,Condominium,1984,390000.0
4275 Rosewood Dr,Concord,94521,3.0,2.0,1794.0,Single Family Residence,1959,765100.0
5085 Valley Crest Dr APT 275,Concord,94521,2.0,2.0,1160.0,Condominium,1984,402000.0
1095 Discovery Way,Concord,94521,4.0,3.0,2187.0,Single Family Residence,1988,885000.0
4371 Cheltenham Ct,Concord,94521,4.0,2.0,1850.0,Single Family Residence,1957,660000.0
